subject,regime,channel,condition,rep,K,sfreq,n_samples,val_loss,perplexity,wall_seconds
29,rest,O2,aaft,0,7,100.0,18200,1.2458746267556218,3.475973649769083,109.00607228279114
29,rest,Fz,aaft,0,7,100.0,18200,1.4145735428565775,4.114731335184675,109.99920010566711
29,rest,Cz,aaft,0,7,100.0,18200,1.4125340330798761,4.106347852401609,109.24042248725891
29,rest,Pz,aaft,0,7,100.0,18200,1.2892903886368654,3.630209603558419,109.10405015945435
29,arithmetic,Fp1,aaft,0,7,100.0,6200,1.6381058698600344,5.145414192124469,37.27087616920471
29,arithmetic,Fp2,aaft,0,7,100.0,6200,1.6575319819790377,5.246346774864106,37.64018750190735
29,arithmetic,F3,aaft,0,7,100.0,6200,1.6427163539953265,5.169191813681049,37.55614399909973
29,arithmetic,F4,aaft,0,7,100.0,6200,1.6110989088679584,5.008311883262541,37.20412540435791
29,arithmetic,F7,aaft,0,7,100.0,6200,1.6057480371620598,4.981584619761934,36.91568183898926
29,arithmetic,F8,aaft,0,7,100.0,6200,1.6221102134342738,5.063764674259908,36.87392783164978
29,arithmetic,T3,aaft,0,7,100.0,6200,1.5758011478265088,4.834613306948519,37.14979314804077
29,arithmetic,T4,aaft,0,7,100.0,6200,1.6356199938657559,5.132639215586063,37.25912022590637
29,arithmetic,C3,aaft,0,7,100.0,6200,1.569842731217641,4.805892317505943,37.794809103012085
29,arithmetic,C4,aaft,0,7,100.0,6200,1.592519481056343,4.916119407907323,37.37090754508972
29,arithmetic,T5,aaft,0,7,100.0,6200,1.5643729592471385,4.779676943832602,37.75163698196411
29,arithmetic,T6,aaft,0,7,100.0,6200,1.5089355330328158,4.521914802601161,37.11760973930359
29,arithmetic,P3,aaft,0,7,100.0,6200,1.4925626380968422,4.448480770929468,36.81767010688782
29,arithmetic,P4,aaft,0,7,100.0,6200,1.420639993913846,4.139769019600931,36.80739498138428
29,arithmetic,O1,aaft,0,7,100.0,6200,1.4119156786067555,4.103809458733309,37.14898157119751
29,arithmetic,O2,aaft,0,7,100.0,6200,1.3491911952898055,3.8543068881149356,37.10159945487976
29,arithmetic,Fz,aaft,0,7,100.0,6200,1.64831437040944,5.19821018116958,37.298015832901
29,arithmetic,Cz,aaft,0,7,100.0,6200,1.5689548958531017,4.801627369914097,37.54100680351257
29,arithmetic,Pz,aaft,0,7,100.0,6200,1.4397723707861443,4.2197351726653105,37.52496314048767
30,rest,Fp1,aaft,0,7,100.0,18200,1.5040098441172913,4.499696023301911,109.69880747795105
30,rest,Fp2,aaft,0,7,100.0,18200,1.5637051681213603,4.776486183484722,110.36459851264954
30,rest,F3,aaft,0,7,100.0,18200,1.5086646208265855,4.520689926610023,111.07707405090332
30,rest,F4,aaft,0,7,100.0,18200,1.488926315270543,4.432334033926097,108.81121754646301
30,rest,F7,aaft,0,7,100.0,18200,1.4590438306301092,4.30184426949198,109.52879929542542
30,rest,F8,aaft,0,7,100.0,18200,1.4325137134284562,4.189216457353132,109.2977466583252
30,rest,T3,aaft,0,7,100.0,18200,1.4872186861386734,4.424771709867663,109.68154692649841
30,rest,T4,aaft,0,7,100.0,18200,1.409148310262726,4.092468406020206,109.61082553863525
30,rest,C3,aaft,0,7,100.0,18200,1.418978068954256,4.1328947479843325,109.8619155883789
30,rest,C4,aaft,0,7,100.0,18200,1.4292867089272914,4.175719625869376,124.45014309883118
30,rest,T5,aaft,0,7,100.0,18200,1.4487940267206896,4.25797641180729,130.71903133392334
30,rest,T6,aaft,0,7,100.0,18200,1.5653405713609643,4.7843040554072145,164.83523607254028
30,rest,P3,aaft,0,7,100.0,18200,1.3779374720222766,3.9667117305284885,193.28678703308105
30,rest,P4,aaft,0,7,100.0,18200,1.3036691257861859,3.6827845077990244,187.31179571151733
30,rest,O1,aaft,0,7,100.0,18200,1.3162775387440053,3.729512539834264,156.98439192771912
30,rest,O2,aaft,0,7,100.0,18200,1.3064951678787289,3.6932069320040157,211.9913215637207
30,rest,Fz,aaft,0,7,100.0,18200,1.5027773766459387,4.494153710383963,260.11137533187866
30,rest,Cz,aaft,0,7,100.0,18200,1.4569954298787442,4.2930413874512245,180.65347743034363
30,rest,Pz,aaft,0,7,100.0,18200,1.3175236999025686,3.734163010517931,153.51313829421997
30,arithmetic,Fp1,aaft,0,7,100.0,6200,1.1627355716497905,3.1986715137393316,55.42042636871338
30,arithmetic,Fp2,aaft,0,7,100.0,6200,1.250327807864438,3.491487306886006,48.01624846458435
30,arithmetic,F3,aaft,0,7,100.0,6200,1.462938985273985,4.318633294873371,48.110610485076904
30,arithmetic,F4,aaft,0,7,100.0,6200,1.476474689263303,4.377486447654962,48.201541900634766
30,arithmetic,F7,aaft,0,7,100.0,6200,1.2369511546223186,3.4450938780689104,47.42588424682617
30,arithmetic,F8,aaft,0,7,100.0,6200,1.2463866254696596,3.4777537994860896,47.39148449897766
30,arithmetic,T3,aaft,0,7,100.0,6200,1.5288391660279446,4.612818996130468,48.56769418716431
30,arithmetic,T4,aaft,0,7,100.0,6200,1.5105519186666958,4.529229871118872,47.47880983352661
30,arithmetic,C3,aaft,0,7,100.0,6200,1.5519841237871879,4.720827602722765,49.16056180000305
30,arithmetic,C4,aaft,0,7,100.0,6200,1.51749079792649,4.5607669397529,58.92126226425171
30,arithmetic,T5,aaft,0,7,100.0,6200,1.53979382017847,4.663628625737872,63.20538067817688
30,arithmetic,T6,aaft,0,7,100.0,6200,1.7698553186892572,5.870004020066486,77.16358828544617
30,arithmetic,P3,aaft,0,7,100.0,6200,1.5251410435912889,4.595791730566613,86.51044368743896
30,arithmetic,P4,aaft,0,7,100.0,6200,1.505197630047662,4.505043874351705,54.2871356010437
30,arithmetic,O1,aaft,0,7,100.0,6200,1.508825843175544,4.521418821614407,66.81974983215332
30,arithmetic,O2,aaft,0,7,100.0,6200,1.42628964340312,4.163223455814106,65.26179671287537
30,arithmetic,Fz,aaft,0,7,100.0,6200,1.5076429258784514,4.516073519231548,63.35285687446594
30,arithmetic,Cz,aaft,0,7,100.0,6200,1.6302555082020247,5.105178967005413,60.77574348449707
30,arithmetic,Pz,aaft,0,7,100.0,6200,1.4938133806435205,4.454048156054694,70.81374406814575
31,rest,Fp1,aaft,0,7,100.0,8000,1.4312374068611722,4.183873143455483,113.14675307273865
31,rest,Fp2,aaft,0,7,100.0,8000,1.232666917892248,3.4303658520403317,107.36870074272156
31,rest,F3,aaft,0,7,100.0,8000,1.381044163107623,3.979054240756101,102.45810413360596
31,rest,F4,aaft,0,7,100.0,8000,1.4507521302486823,4.266322138673392,96.13503360748291
31,rest,F7,aaft,0,7,100.0,8000,1.3855989710028491,3.997219406442524,97.57406044006348
31,rest,F8,aaft,0,7,100.0,8000,1.3751978136505798,3.955859168472115,72.62291359901428
31,rest,T3,aaft,0,7,100.0,8000,1.4589631348947871,4.301497143011414,68.12021899223328
31,rest,T4,aaft,0,7,100.0,8000,1.3137582505590666,3.7201286482837848,76.90497255325317
31,rest,C3,aaft,0,7,100.0,8000,1.4735610032905986,4.364750390242939,80.99559330940247
31,rest,C4,aaft,0,7,100.0,8000,1.3551962999063274,3.8775220391435887,87.71119260787964
31,rest,T5,aaft,0,7,100.0,8000,1.3565063146443437,3.8826049787978607,68.63997387886047
31,rest,T6,aaft,0,7,100.0,8000,1.3308127643807184,3.7841177341466046,57.01774287223816
31,rest,P3,aaft,0,7,100.0,8000,1.4289620340229965,4.17436409456489,68.67807674407959
31,rest,P4,aaft,0,7,100.0,8000,1.4151017230975447,4.116905229026155,55.04288458824158
31,rest,O1,aaft,0,7,100.0,8000,1.4609630885348257,4.310108546213451,53.678980588912964
31,rest,O2,aaft,0,7,100.0,8000,1.4639958619712228,4.323199970548115,53.683403730392456
31,rest,Fz,aaft,0,7,100.0,8000,1.3703429867488328,3.936700700114647,51.67585349082947
31,rest,Cz,aaft,0,7,100.0,8000,1.4644192191589078,4.325030615810518,55.64455699920654
31,rest,Pz,aaft,0,7,100.0,8000,1.4222935765495683,4.146620132647325,76.67824268341064
31,arithmetic,Fp1,aaft,0,7,100.0,6200,1.6713087019564339,5.319124392632401,52.78923177719116
31,arithmetic,Fp2,aaft,0,7,100.0,6200,1.539270599211769,4.661189155706566,49.300615072250366
